position,company,wages,place,education,work_experience,release_date,limit_people,address,company_type,company_size,industry,point_information
网络安全服务工程师,武汉安问科技发展有限责任公司,1-1.5万/月,武汉-东湖新技术产业开发区,本科,2年经验,07-04发布,招3人,光谷大道国际企业中心聚贤楼A座304,民营公司,少于50人,"计算机软件,互联网/电子商务",岗位要求：1、计算机或网络安全专业本科毕业2、熟悉计算机网络基础知识及常用网络协议规范，具备协议分析能力3、熟练使用Python语言及Linux/Unix Shell脚本语言，有网络编程及数据库编程经验4、具备基本网络安全常识知识及最新业内动态，如常见框架、安全工具、漏洞原理、黑客组织等5、具备英文网站咨询收集阅读能力6、有网络安全相关从业经历从优公司待遇：（1）具竞争优势的薪酬制度（2）办理五险一金（养老、医疗、失业、工伤、生育险、公积金）（3）工作满1年后享受带薪年假（4）不定期开展旅游、体检、聚会等活动（5） 每周5个工作日，双休职能类别：网络安全工程师通信网络工程师关键字：网络安全工程网络安全网络工程师网络安全服务微信分享
大数据开发工程师,深圳市广通软件有限公司,1.5-4万/月,深圳-福田区,大专,5-7年经验,07-04发布,招1人,深圳市福田区彩田南路海滨广场皇岗花园大厦A座3层,民营公司,150-500人,"计算机软件,互联网/电子商务",1、            负责政务数据的数据分析、数学建模、数据治理、数据采集工作；2、            负责大数据采集优化处理、大数据分析的模型优化、大数据治理的问题数据处理。任务调度与监控3、            与用户沟通需求，并提出解决方案；与公司其他部门或其他项目组保持良好协作，确保项目良好运转。.4、            培养和建立公司的大数据团队，对团队进行技术指导。5、            参与公司云计算和大数据处理方向技术拓展。6、            HQL编写与优化；任职要求1、         具有政府数据整合数据处理汇聚的工作经验；2、         熟悉政府2个以上行业知识以及数据标准知识；计算机软件及相关专业本科及以上学历；3、         拥有大数据平台中实时计算和分布式并行计算的程序开发，以及开源组件的二次开发经验者优先；4、         熟悉大数据处理模式，有TB级数据处理和分析处理经验或云平台开发经验；5、         精通大数据系统架构，熟悉业界数据仓库建模方法及新的建模方法的发展；有DW，BI架构体系的专项建设经验，包括但不限于：数据质量、元数据、主数据管理、数据生命周期等；6、         熟悉目前正在发展的大数据分布式平台前沿技术的应用；包括但不仅仅限于：hadoop、storm、hive、spark、Kafka、Phoenix等；7、         具备大数据分析Python语言，了解常规关系型数据库ORACLE、MYSQL等以及了解MPPDB、postgreSql等分布式关系型数据库；8、         具备较强的数据分析能力和良好的需求理解力，能独立撰写项目解决方案、项目技术文档；9、         具有优秀的书面和口头表达能力，良好的客户服务意识，优秀的团队领导和组织协调能力。能快速学习，实际动手能力强，勤奋肯干，有责任心，有团队协作能力10、      熟悉电子政务工作流程及政府软件项目开发/实施/运维工作流程，且能独立开拓业务市场；职能类别：大数据开发工程师关键字：大数据大数据开发数据分析微信分享
软件测试工程师,上海医疗质量研究中心,1-1.5万/月,上海,本科,3-4年经验,07-04发布,招1人,上海市徐汇区襄阳南路582号,非营利组织,少于50人,"医疗/护理/卫生,非营利组织",岗位职责：1. 负责软件测试及系统测试；2. 参与需求讨论和评审，充分了解项目逻辑，设计合理并且全面的测试用例；3. 根据开发计划和进度，制定整体测试计划，并执行测试；4.跟踪质量缺陷及问题，推动问题及时合理地解决；5.其他领导交办的工作；岗位要求：1.熟知软件开发流程、测试流程和测试规范，能熟练使用至少一种主流测试框架，进行测试用例设计，开展接口测试、功能测试;2.有依据开源测试框架落地自动化的能力；3.熟悉linux下的常用命令，掌握至少一门脚本语言，如shell、python等；3.工作细心，耐心，责任感强，能独立承担所负责项目或模块的质量保障工作；4.有很好的学习能力和主动性，具备较强的沟通能力和团队合作能力；职能类别：软件测试工程师关键字：功能测试接口测试性能测试安全测试微信分享
QT/C++高级软件研发工程师,瞰景科技发展（上海）有限公司,2-5万/月,北京-西城区,本科,5-7年经验,07-04发布,招若干人,西城区,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",岗位职责：1、负责公司倾斜摄影相关软件产品的研发。2、进行产品和项目的需求调研、需求分析工作；根据产品和项目需求，分析、设计与实现系统架构方案，快速生成完整的解决方案；3、进行产品概要设计，包括接口设计、UI设计等；4、具备软件系统设计能力，可对软件业务流程、系统功能、数据模型进行设计，对软件界面进行合理规划；5、负责设计开发关键性功能模块；负责系统和子系统的设计，以及子系统和模块间接口设计；参与系统核心模块的详细设计、编码和上线测试；6、参与核心代码的研发，指导研发工程师的产品开发和技术研究工作，解决各类技术疑难问题，提升团队整体技术水平；任职要求：1、本科以上学历，软件工程、计算机、地理信息等专业毕业；2、在有一定规模的软件公司（包括海外）从事过5年以上的专业工作，担任过软件研发总监或者有10人以上的软件开发队伍的实际负责人的经历，有丰富的软件队伍组织管理、协调经验；3、精通C/C++/QT/PYTHON/CMAKE/JAVA/HTML等主流体系架构之数种架构和设计模式，2年以上C++开发经验，精通各项C++相关技术，熟悉QT界面开发，深入理解内存、系统性能优化技术，具有较强的架构和设计经验，对现有计算机视觉、分布式运算、云计算等主要产品的相关技术有深刻研究和了解；4、对三维有一定了解，有OSG开发经验者优先；4、强大的代码编写能力，以及对于开发部门员工的核心能力提升的培训能力。5、具备优秀的逻辑分析能力、表达能力和沟通能力、积极乐观的性格、严谨的工作态度、强烈的责任心和团队精神；有快速的学习能力，很强的沟通能力和理解客户需求能力，能够在较大压力下高质量完成任务；能独立解决公司技术上的各种疑难问题，至少有2个以上战略性项目经验；6、极强的技术创新能力，在理论实践上都有突破性的创新，领导和设计的系统达到行业领先水平；7、极强的人才培养意识和带领团队的能力；具有良好的沟通能力与团队合作能力；性格开朗，勇于挑战；良好的人际关系，对技术有更高的追求。8、一定的英文阅读能力，能流利读懂程序类英文文档和注释。职能类别：高级软件工程师软件工程师关键字：QTC++软件研发软件开发UI微信分享
性能测试工程师-技术中心-武汉,科大讯飞股份有限公司,1.5-2万/月,武汉,本科,,07-04发布,招1人,武汉市洪山区关山大道355号光谷新世界T1写字楼35F-45F,上市公司,1000-5000人,计算机软件,"岗位职责：1、从事产品的性能测试工作，包括性能测试工具选择或开发、性能测试框架和脚本的设计与开发；2、负责对产品进行性能基准评估、性能问题定位；3、负责部署、执行性能测试并收集性能监视数据；4、编写各种类型的性能测试方案，如接口，数据库，应用产品的性能测试；5、编写和维护测试报告，分析测试结果，找出性能瓶颈并跟进问题的解决。任职要求：1、本科及以上学历，计算机、数学、自动化等相关专业；2、具备3年以上软件测试经验；1年性能测试经验；3、精通性能测试工具（LoadRunner、jmeter等）、开发性能测试脚本；熟悉PHP,JAVA,c#,PYTHON至少其中一种语言，有编写测试脚本能力更佳；较强的文档的编写能力和问题分析能力。此岗位为科大讯飞集团统一招聘岗位，人员通过简历筛选、笔试、初试、复试、终审等环节后录用职能类别：软件测试工程师高级软件工程师微信分享"
技术支持工程师 (职位编号：SHXY-JD-TS-002),上海霄云信息科技有限公司,1.5-1.8万/月,上海-闵行区,本科,3-4年经验,07-04发布,招若干人,上海市闵行区剑川路951号，零号湾 1号楼南楼815A室,民营公司,少于50人,"互联网/电子商务,计算机软件",岗位职责：理解客户业务需求与公司产品特性，为客户提供方案实施和售后技术支持；与产品和研发部门合作，编撰产品技术资料(实施方案、运维手册、问题解答)；为客户提供专业的技术支持，快速解决客户遇到的问题。任职要求：大学计算机、通信、网络工程或相关专业本科以上学历；应届生或工作1~2年，具有较强的上进心和自我驱动力；扎实掌握Linux、计算机网络知识，熟悉 VMware和KVM 等虚拟化产品；熟悉云计算的主流技术架构及工具；熟练掌握Shell编程，掌握Python编程优先考虑；熟悉企业级存储产品，对行业发展趋势与用户需求有一定的理解；较强的学习能力和动手能力，能快速掌握应用方案的部署、实施，并能在实践中快速积累问题解决能力；具有强烈的学习欲望与进取心。勇于接受挑战，事业心强、富有拼搏精神。职能类别：技术支持/维护工程师技术支持/维护经理关键字：技术支持计算机网络LinuxShell编程企业级存储云存储虚拟化微信分享
Web前端开发工程师,郑州思博科信息技术有限公司,0.5-1万/月,郑州-中原区,大专,3-4年经验,07-04发布,招1人,郑州市,民营公司,少于50人,计算机软件,"岗位职责：1、负责项目前端代码编写，研发工作，以及前端代码架构研发设计2、负责项目前端优化和用户体验优化工作3、协同后端工程师和UI设计师完成兼容性良好的前端页面制作任职要求：1.至少3年以上前端开发经验2、精通html/css/javascript，开发符合产品需求的前端页面,并兼容各种手机及浏览器；3、精通HTML(5)、CSS(3)、jquery精通vue相关框架（vue,vue-router,vuex）4、精通ES6,Axios,对Promise对象有深入的了解；5、精通webpack,能够使用vue脚手架搭建前端项目，独立封装node_modules等公共模块6、了解至少一种服务端语言（Node.JS/PHP/Python/Java等）；7、熟悉GitHub、GitLab或者SVN等代码版本管理工具；8、对前端加载优化有深刻的了解，能够独立对项目进行优化9、了解常用的数据库语句和函数，能够独自完成数据库的增、删、改和关联查询；职能类别：高级软件工程师微信分享"
java开发工程师,广州恒巨信息科技有限公司,6-8千/月,广州-越秀区,本科,1年经验,07-04发布,招2人,人民北路686号，广东广播中心大楼,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)","1）根据业务需求完成模块的设计、编码和单元测试工作；2）编写健壮、稳定、高可靠性代码；3）编写相关技术文档；4）公司安排的其他事情。职位要求：1、本科或以上学历,计算机相关专业；一年以上软件开发经验。2、掌握spring+springmvc+hibernate框架技术规范；3、理解并能够运用kafka消息队列4、掌握html，css，jquery等前台技术；5、熟悉es搜索引擎、redis缓存等工具；6、熟悉操作linux环境；7、熟悉MySQL数据库，具备一定的数据库优化经验；8、熟悉sharding-jdbc等数据库中间件、dubbo、python等优先考虑；9、有大数据开发经验优先考虑；职能类别：软件工程师关键字：java微信分享"
初级量化期权交易员,上海申毅投资股份有限公司,0.6-1万/月,上海-虹口区,本科,1年经验,07-04发布,招2人,上海,民营公司,50-150人,金融/投资/证券,岗位职责1、收集、整理国内外期权交易与策略相关文献；2、有能力自主将投资想法模型化，  对现有投资逻辑框架进行改善，优化；3. 提出交易想法包括但不限于，交易机会，风控优化，交易系统改善4、对现有策略进行跟踪，分析要求：1 、国内外知名院校本科学历以上，理工科专业（数学，物理，化学，计算机等）；2、具备一定的python或c/c++或java编程能力；3、具备数理、统计、学术研究能力，理解一定机器学习***；4、沟通和协调能力及团队协作精神；职能类别：其他微信分享
自动化测试工程师,上海欣诺通信技术股份有限公司,0.8-2万/月,上海-松江区,本科,3-4年经验,07-04发布,招3人,文翔东路58号11号楼友喜国际高科技园区,民营公司,150-500人,通信/电信/网络设备,1、负责NPI和生产自动化测试环境的设计和搭建，按照小批量和批量生产测试计划和测试用例进行系统测试，对小批量和量产产品进行发货验证（包括硬件、软件等），准确定位缺陷并做好缺陷的管理与跟踪，及时发现软硬件问题并将问题详细记录和提交到MR系统，保证产品按质按量转入量产环节，并对产品出厂质量把关；2、与研发团队紧密合作，及时反馈测试结果，与研发团队协同解决问题；3、根据新机种和新板卡的NPI和量产计划，开发相应测试用例，根据测试用例编写自动化测试脚本，进行自动化测试，分析测试质量和测试结果，并撰写测试报告；4、与NPI和生产团队人员紧密合作，负责转产的相关测试培训，文档输出，负责小批量样品的抽测工作；5、负责测试工具选型，针对测试需求进行相关测试技术的研究。任职要求：1、本科以上学历，通信、测试等专业；2、3年以上自动测试、手工测试经验；3、熟悉数据通信和光通信者优先考虑；4、熟悉python语言，有自动化测试框架搭建和开发者优先考虑；5、熟悉IXIA、TestCenter、Bigtao、Lumentum或其它测试仪表；6、责任心强，具备良好的沟通协调能力及团队协作精神，能承受工作压力，学习能力强，富有进取心。职能类别：软件测试工程师硬件测试工程师关键字：自动化测试微信分享
运维工程师,广州拉卡拉网络小额贷款有限责任公司,1-2万/月,深圳-南山区,本科,5-7年经验,07-04发布,招1人,深圳市南山区中山园路1001号TCL国际E城F2栋7楼,民营公司,500-1000人,金融/投资/证券,岗位职责：1、负责应用系统的性能分析与架构优化，不断提高系统运行效率；2、协同开发，测试，提高线上产品运行质量；3、负责突发事件管理，问题跟踪与管理；能够运用主机监控，日志分析等工具进行复杂问题定位；4、及时响应并处理线上故障；5、负责日常网络及各子系统管理维护，负责线上系统的更新及软件部署；6、负责运维体系建设及管理。任职要求：1、本科及以上学历，计算机相关专业，三年以上运维或开发工作经验；2、精通linux操作系统及网络原理；3、熟悉Nginx，Redis，MySQL、MongoDB、Oracle以及目前主流的消息中间件；4、深入了解系统（linux）及上下游链路服务（网络io等），具有很强技术敏感度和故障排查经验；5、熟悉shelll、python，对go语言有一定的了解；6、熟悉Linux系统高可用集群的部署及原理（LVS、Haproxy、keepalived等）；7、熟悉jenkins等自动化部署、运维工具的使用，根据不同业务进行自动化代码发布，应用部署及运维；8、熟悉Docker、kubernetes相关技术及运维管理；具有DveOps工作经验优先；9、有自动化运维经验或运维开发能力者优先。职能类别：运维开发运维工程师微信分享
Golang服务端开发（手游）,广州小朋网络科技有限公司,1-1.8万/月,广州-天河区,大专,2年经验,07-04发布,招5人,天河软件园建中路66号佳都商务大厦西塔9楼,民营公司,150-500人,"网络游戏,互联网/电子商务",岗位职责：1、游戏服务器端逻辑系统开发，使用Golang语言编写服务器端各模块与逻辑代码；2、服务器端压力测试与维护。职位要求：1.热爱游戏，善于沟通，有1年以上游戏服务端开发经验；2.掌握常用数据结构、算法，熟悉面向对象的编程方法；3.基本功扎实，熟悉C/C++、JAVA、C#、python其中的一种或几种语言，无golang经验亦可；4.具备Linux下开发、调试和操作的经验；5.对多线程，多协程开发有深刻理解者；6.熟悉redis的常用数据结构，熟悉mongodb数据库；7.了解docker、kubernetes加分；8.熟悉TCP / HTTP 1.1 / HTTP 2 网络协议加分；职能类别：游戏开发工程师关键字：游戏服务端c++服务端JavaPython游戏开发手游微信分享
Java开发经理,上海龙智数码科技股份有限公司,1.5-2万/月,上海-徐汇区,本科,5-7年经验,07-04发布,招1人,上海市徐汇区钦州南路71号上海科技出版大厦9楼,民营公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",岗位职责 1. 参与软件技术框架设计以及搭建2. 参与软件设计、完成软件部分功能设计；3. 开发关键代码，并指导初级开发人员遵从设计、规范进行系统开发；4. 按照公司软件开发管理规范要求，编写软件开发说明文档。5、有团队管理经验任职条件:1. 计算机相关专业，大专及以上学历，具有6年以上相关工作经验；2. 深入理解面向对象的Java软件项目设计与开发；3. 精通Java、Java EE技术，对Java语言规范有深刻理解；4. 熟悉JSP、Servlet、JDBC等技术的开发，熟悉主流的数据库开发者优先；5. 熟悉Spring、Hibernate、MyBatis等框架的经验者优先；6. 熟悉HTTP协议，精通HTML、css、javascript基础知识者优先；7. 掌握常用的开发工具（如Eclipse、git等）；8. 善于学习及了解新技术，具有较强的分析、解决应用问题的能力；9. 熟悉Linux操作，Python或者shell脚本语言。欢迎和公司长期发展的有志人士。公司提供丰富的培训机会，包括国外进修机会。完善的社保制度+员工关怀制度+培训体系+优秀的企业文化+广阔的发展空间绩效工资丰厚奖金，公司定期举行聚餐旅游！五休二， 国定节假日休息 ！对自己有信心的快来加入我们这个大家庭吧！职能类别：高级软件工程师关键字：Java团队管理微信分享
Android开发工程师,广东星舆科技有限公司,0.8-1.5万/月,广州-天河区,本科,1年经验,07-04发布,招3人,广州市天河区黄埔大道西平云路163号广电科技园广电科技大厦305室,创业公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)","安卓Android开发工程师岗位描述：1.负责移动互联网Android  SDK/APP的开发，保证代码质量和项目进度；2.参与讨论软件模块，性能优化及架构设计等客户端设计；3.具备独立开发能力,在开发过程能与团队协作人员共同解决技术难题;4.负责开发文档的书写与整理；5.产品版本迭代过程中需要不断优化性能，提供产品的用户体验；岗位要求：1.本科及以上学历，熟悉Android app主流开发框架；2.有一年以上开发经验，或者掌握多种主流编程语言，包括C/C++或Python；3.能独立完整开发APP，熟悉掌握Android界面绘制，后台运行，数据存储，网络通信，多线程等原理，熟悉xml、json、http、TCP/IP协议；4.熟悉XML/JSON等常用数据包格式解析，较好的面向对象思维能力5.精通Android系统编译的优先,熟悉后台服务端应用（Web）开发的优先6.对代码和设计质量有严格要求,有良好的编码风格和习惯，理解设计模式，在项目或产品中有很好的设计实践7有创新、创业激情，工作积极主动，具有高度的责任感与团队合作精神.职能类别：软件工程师移动开发工程师关键字：Android安卓android手机应用开发app定位开发算法深度学习微信分享"
视频图像算法工程师,广东建邦计算机软件股份有限公司,1-1.5万/月,成都-高新区,本科,2年经验,07-04发布,招1人,高新西区天辰路88号（电子科技大学西区科技园）,民营公司,50-150人,计算机软件,（三维GIS方向）负责完成视频、图像机器学习算法研究（人脸识别、手势识别、物体检测、物体识别分割、空间分析等）。岗位要求：1、硕士及以上学历，图像处理、机器学习、模式识别等相关专业；2、二年以上机器学习项目研究经验；3、熟悉C/C++， python，熟悉深度学习框架（pytorch/mxnet/tensorflow/caffe/caffe2）；4、熟练的英文文献资料阅读能力，能快速重现论文中的算法；5、能够独立思考，善于创新，针对问题提出有效解决方案；6、技术水平或管理能力优秀者向产品经理岗位输送。工作地点：成都职能类别：算法工程师高级软件工程师关键字：视频图像算法工程师C/C++微信分享
.NET高级工程师,上海百脑汇电子信息有限公司,0.8-1万/月,上海-徐汇区,大专,3-4年经验,07-04发布,招1人,上海中山西路1600号宏汇国际广场,外资（非欧美）,500-1000人,"批发/零售,电子技术/半导体/集成电路","1、根据公司信息系统需求，参与公司内部管理系统开发维护,Buynow BI,一页管理,商管系统,物业系统单系统与维护等；2、根据各方反馈的功能异常和功能建议对系统改进调优；3、按时完成上级给予安排的其他任务。任职资格1、两年及以上ASP.NET开发经验，具有独立开发能力，能独立完成开发任务;2、熟练掌握ASP.NET（C#）WebForm开发，熟练使用ADO.NET、WebService、Linq、Entity Framework等开发技术；3、熟悉SQL  Server/MYSQL/ORACLE 至少其中一种数据库，能熟练编写存储过程，视图，触发器等；4、有python开发经验或对python有兴趣者优先考虑；5、良好的沟通和表达能力，有高度的责任心, 良好的团队合作意识。职能类别：软件工程师微信分享"
网络管理员/工程师,华德新中威咨询服务（深圳）有限公司,4.5-8千/月,深圳-福田区,大专,无需经验,07-04发布,招1人,泰然八路云松大厦15楼1505室,外资（非欧美）,50-150人,会计/审计,1、大专及以上学历，网络工程相关专业，了解网络基础知识2、了解主流交换机、网络安全产品及配置3、掌握windows操作系统的常见故障排除4、了解基本网络安全基础软件部署5、正直，具有良好的服务意识，沟通能力和团队合作精神6、具有以下知识或经验优先：ERP、CRM、财务、电子签名、电子合同、数据仓库、报表工具、BI系统；有HTML、CSS、JS、XML、AJAX、jQuery、JSON、REST、Oauth2、AD、LDAP等相关知识或经验；利用Shell、Python等脚本实现自动化任务编排；Oracle、MySQL等主流关系数据库，能利用SQL脚本实现存储过程、触发器、定时任务等。职能类别：网络工程师(IT工程师)微信分享
软件开发工程师C#、安卓,成都睿矩科技有限公司,3-8千/月,成都-武侯区,大专,1年经验,07-04发布,招5人,武侯区府城大道西段天府新谷8栋2单元1504B,民营公司,少于50人,"计算机服务(系统、数据服务、维修),计算机软件",1、大专及大专以上学历，计算机、通信相关专业毕业，具备良好的沟通交流能力；2、熟悉C/C#/java/jiavascript/html/python等主流编程语言，了解C/S与B/S编程的主流架构，并具有两种编程环境的工作经验；3、熟悉常用通讯协议，如TCP/IP、RS232/485、http等，并具备针对通讯设备进行组网的能力；4、了解移动互联网的主流技术，具备在IOS平台和安卓平台编写APP的开发能力；5、能够胜任出差任务；6、遵守团队研发纪律，能够按时保质完成任务，并及时与上级领导进行沟通；7，需要有工作两年经验以上。职能类别：软件工程师通信技术工程师微信分享
系统应用工程师 (职位编号：04),上海佑创信息工程有限公司,1-1.5万/月,上海-闵行区,本科,,07-04发布,招2人,中春路8923号欧莱雅商务中心B305室,民营公司,少于50人,计算机软件,职位描述：1、负责半实物仿真系统应用相关工作；2、负责自动测试项目实施工作；3、负责Labview界面开发与调试；4、负责简单simulink模型开发与调试；5、负责相关技术文件和资料的整理、编写及归档；6、跟踪最新仿真及测试技术、并结合实际工作加以利用；7、项目培训、现场调试及验收。任职要求：1、本科及以上学历，计算机、自动化、电子信息相关专业；2、掌握Python及C等编程语言；3、掌握Labview软件开发，并能通过Labview完成相关控制算法的设计；4、熟练掌握常见总线通讯协议；5、具有Linux系统相关知识；6、熟练掌握Matlab/Simulink、stateflow等。职能类别：系统工程师软件工程师关键字：应用工程师软件工程师软件开发系统工程师微信分享
Html5 Web前端开发,康存数据服务（上海）有限公司,1-1.5万/月,上海-宝山区,,2年经验,07-04发布,招2人,宝山区双城路803弄9号楼16楼,民营公司,50-150人,互联网/电子商务,"岗位职责1、负责公司产品WAP前端研发2、与产品经理、设计师、后端工程师紧密工作在一起，负责公司各产品易用性改进、界面技术优化和网站性能优化3、Web前沿技术研究和新技术调研岗位要求1、计算机、通信及相关专业2、精通HTML/XHTML、CSS等网页制作技术，熟悉页面架构和布局3、精通JavaScript、Ajax等Web开发技术,熟练运用至少一款主流的JS框架4、熟悉W3C标准，对表现与数据分离、Web语义化等有较为深刻的理解5、熟悉用户交互设计理论，热衷分析并改善产品的用户体验6、具备工程化的前端思维，具备较好的问题分析与解决能力7、思路清晰，具备良好的沟通能力和团队协作精，善于学习、总结，乐于分享优 先 条 件1、具有MobileWeb/HTML5/CSS3等开发经验2、熟悉React3、熟悉Linux平台，掌握PHP、Ruby、Java、Python、C/C++中至少一种后端开发语言4、能够理解数据结构和算法设计，具有一定的软件工程意识5、熟悉团队开发流程，熟练使用svn、git工具进行代码管理6、对下一代Web技术（如HTML5、Node.js）有强烈兴趣，有良好的学习能力和强烈的进取心7、有较强的学习能力和较高的学习热情；具备积极向上的创业心态，良好的职业素质，具备成熟的团队协作意识职能类别：Web前端开发关键字：HTML5Web前端开发互联网移动端O2O微信分享"
数据仓库工程师,北京中软联动科技有限公司,15-20万/年,北京,本科,5-7年经验,07-04发布,招5人,北京,民营公司,150-500人,计算机软件,"一、SQLSERVER1)具备3年以上OLAP开发经验。2)精通SQL SERVER数据库3)精通.NET OLAP开发4)精通用Adomd.net 来进行编程二、ORACLE1、计算机网络、统计、数学或信息技术本科及以上学历;2、能编写Oracle简单脚本,可以独立在windows和linux环境下搭建管理oracle服务器数据库;3、对linux,unix 操作系统有了解，熟练使用shell,python等脚本语言处理数据;4、至少一年以上的的数据分析、挖掘、清洗和建模的经验;5、ORACLE数据库开发管理经验，精通SQL，有一定的SQL编写和优化调优经验;6、了解hadoop或具有项目数据挖掘算法开发经验优先考虑;7、有互联网数据分析经验者优先考虑;8、良好的数据敏感度，能从海量数据提炼核心结果;9、性格积极乐观、诚信、有较强的语言表达能力，具备强烈的进取心、求知欲及团队合作精神。工作职责：1、负责金融数据的收集、整理与分析;2、负责oracle数据仓库的设计、开发搭建及运行维护;3、依据业务需求优化数据存储结构;4、协助项目其他成员设计关键的SQL语句和触发器、存储过程、表等;5、通过数据库的日常检查，对性能较差的SQL语句提出优化方案;6、协助搭建量化投资策略平台。一、二会其中之一就行。职能类别：高级软件工程师关键字：周末双休加班补助交通补助立即上岗微信分享"
生物信息研究员,江苏为真生物医药技术股份有限公司,0.6-1万/月,苏州-工业园区,硕士,无需经验,07-04发布,招1人,苏州工业园区生物纳米园C4幢3层,民营公司,150-500人,制药/生物工程,"岗位要求：1. 生物类或数学、统计、计算类等相关专业，具有本科及以上学位;2. 掌握一门或多门编程语言(Python, Perl, R, Java, C/C++等);3. 熟悉生物信息分析流程及应用者优先;4. 熟悉常用的生物相关通用数据库;5. 善于沟通和交流，具有团队合作精神岗位职责：1.利用各类生物信息软件和统计学方法进行生物数据的分析研究；2. 开发数据分析、数据挖掘相关的信息分析算法、流程及软件；3. 设计和开发生物信息学数据库，收集、筛选、整理项目所需的公共数据4. 关注国内外基因检测技术的发展动态，设计和开发新的生物信息数据分析流程；5. 负责搭建产品研发框架和规范，升级和维护现有信息分析流程；6. 与其他部门沟通合作，对公司产品提供生物信息学方面的技术支持。职能类别：医药技术研发管理人员微信分享"
嵌入式软件工程师,亚得克测量仪器（上海）有限公司,1-1.5万/月,上海-松江区,本科,2年经验,07-04发布,招2人,松江九亭镇健鹏路98号,外资（欧美）,50-150人,"仪器仪表/工业自动化,汽车","职位描述：1.  负责TPMS（汽车轮胎胎压检测系统）设备嵌入式软件设计和开发。Responsible for the embedded software development of TPMS equipment.2.  负责TPMS系统及模块测试。Responsible for the test of TPMS system and sub-module.3. 按规范编写软件使用说明。Create software manual according to company requirement.4.  与技术支持工程师合作对设备在现场使用中发现的问题进行分析，并提供解决方案。Co-operate with technical support engineer to analyze on-site problem and provide solution.岗位要求：1.电子信息，测控技术与仪器，计算机等相关专业本科以上学历。Major in EE, IE, CS or related field, Master degree or Bachelor degree.2.精通C语言编程，有嵌入式软件(DSP或单片机)编程经验。Proficient at C language programming for micro-controller or DSP.3.熟悉Microchip MPLAB IDE者优先  (PIC24系列, PIC18系列等)Experience of Microchip MPLAB IDE is a plus (PIC24 serials, PIC18 serials, etc).4.有CAN 或RF软件开发经验者优先Experience of CAN or RF software development is a plus.5.熟悉汇编语言或Python语言者优先；Experience of assembly language or Python is a plus.职能类别：嵌入式软件开发(Linux/单片机/PLC/DSP…)电子软件开发(ARM/MCU...)微信分享"
算法工程师,江西省中科院大连化物所中药科学中心,0.7-1万/月,南昌-新建区,硕士,2年经验,07-04发布,招1人,赣江新区中医药科创城,事业单位,150-500人,"学术/科研,政府/公共事业",岗位要求：1.2年及以上的算法研发经验，良好的理论基础，熟悉算法开发平台和数值计算算法库2.深度学习研发工作经历，了解主流技术架构，能够应用解决实际问题3.熟悉Python和C/C++编程，了解软件工程规范4.具有计算机软件，信息科学或相关专业的硕士及以上学历，优秀本科生也可以岗位职责：1.从事中药大数据处理，分析和应用中的算法开发工作2.承担数据分析和挖掘研究，负责算法的实现，训练和评测3参与算法模块应用开发项目，设计和实现算法集成接口，支持算法部署和优化职能类别：算法工程师关键字：承担数据分析微信分享
大数据研发工程师,苏州市环亚数据技术有限公司,0.8-1.6万/月,苏州,本科,2年经验,07-04发布,招3人,吴中区苏蠡路81号苏蠡商务大厦14楼,民营公司,150-500人,计算机软件,"岗位职责：1、参与研发大数据平台技术方案验证，调研（hadoop,hbase,hive,ES等）工作；2、快速掌握相关数据平台技术，为数据仓库开发人员提供技术支撑；3、大数据平台数据清洗、转换、建模的开发工作,处理离线数据；4、数据挖掘、报表开发、数据展现等；任职要求：1、具备数据仓库开发经验，了解数据仓库相关理论知识；2、2年以上java经验；3、熟练掌握Hadoop/Hive/Hbase/Spark/Storm/Flume等开源技术；4、了解或使用过CDH，HDP，以及cloudmanager，ambari；5、熟练Linux,掌握Shell脚本，精通Python/Shell等编程语言；6、熟练掌握Oracle、MySQL、SQLServer等至少一种主流数据库的使用；7、责任心强，热爱大数据相关开源技术，有较强的逻辑思维和清晰的表达能力，具备团队协作意识。职能类别：大数据开发工程师软件工程师关键字：大数据开发hadoop微信分享"
